  Start = Start of vowel nucleus
    End = End of vowel nucleus
Center1 = Steady-state time from judge 1
Center2 = Steady-state time from judge 2

File   Start    End   Center1  Center2
w34oo  155.0   342.0   181.0    197.0
w35oo  187.0   390.0   236.0    263.0
w36oo  164.0   492.0   216.0    248.0
w37oo  120.0   453.0   143.0    172.0
w38oo   82.0   333.0   112.0    120.0
w39oo  149.0   385.0   240.0    217.0
w40oo  186.0   419.0   232.0    256.0
w41oo  147.0   364.0   164.0    177.0
w42oo   84.0   330.0   105.0    128.0
w44oo  138.0   380.0   202.0    220.0
w45oo  103.0   342.0   120.0    137.0
w46oo  101.0   366.0   112.0    172.0
w47oo   83.0   314.0   109.0    119.0
w48oo   93.0   332.0   120.0    145.0
w49oo   95.0   312.0   101.0    120.0
w50oo   78.0   351.0   128.0    152.0
b01oo   81.0   265.0   145.0    127.0
b02oo  124.0   377.0   162.0    204.0
b03oo  114.0   361.0   218.0    220.0
b04oo  131.0   474.0   191.0    194.0
b05oo   75.0   272.0   136.0    120.0
b07oo   92.0   373.0   255.0    226.0
b08oo  202.0   402.0   233.0    244.0
b09oo  223.0   445.0   298.0    288.0
b10oo  153.0   412.0   258.0    261.0
b11oo   94.0   365.0   177.0    158.0
b12oo  138.0   463.0   196.0    192.0
b13oo  133.0   377.0   177.0    161.0
b14oo   93.0   272.0   104.0    114.0
b15oo  139.0   468.0   258.0    208.0
b16oo  106.0   367.0   160.0    179.0
b17oo   84.0   331.0   104.0    120.0
b18oo  114.0   303.0   160.0    167.0
b19oo   58.0   352.0    96.0    112.0
b21oo   72.0   342.0   183.0    195.0
b22oo  120.0   352.0   161.0    175.7
b23oo  118.0   324.0   150.0    155.5
b24oo   87.0   256.0   107.0    109.4
b25oo  153.0   407.0   194.0    183.4
b26oo  101.0   404.0   128.0    138.2
b27oo   87.0   261.0   123.0    112.3
b28oo  169.0   382.0   210.0    197.8
b29oo  114.0   335.0   172.0    154.6
g01oo  141.0   365.0   174.0    192.0
g02oo   88.0   294.0   135.0    149.0
g04oo  216.0   583.0   331.0    312.0
g05oo  117.0   492.0   168.0    184.0
g06oo  164.0   398.0   200.0    203.0
g07oo   82.0   268.0   104.0    134.0
g08oo  147.0   439.0   189.0    245.0
g09oo   78.0   362.0   121.0    161.0
g10oo  135.0   403.0   174.0    172.0
g11oo   96.0   406.0   203.0    210.0
g12oo   98.0   312.0   160.0    168.0
g13oo  108.0   377.0   168.0    192.0
g14oo   99.0   413.0   127.0    168.0
g15oo  164.0   462.0   235.0    220.0
g17oo  104.0   292.0   153.0    139.2
g18oo  104.0   315.0   151.0    135.4
g19oo  100.0   255.0   124.0    124.8
g20oo  107.0   348.0   145.9    145.9
g21oo   85.0   264.0   107.5    126.7
m01uh  169.1   461.0   231.0    281.0
m02uh  152.0   325.0   183.0    196.0
m03uh  172.0   469.0   264.0    287.0
m04uh   91.0   302.0   120.0    128.0
m06uh   66.0   235.0    91.0    120.0
m07uh   87.0   272.0   118.0    127.0
m08uh   98.0   340.0   128.0    144.0
m09uh  102.0   305.0   120.0    130.0
m10uh  102.0   285.0   120.0    139.0
m11uh   75.0   370.0   204.0    189.0
m13uh   76.0   248.0   106.0     90.0
m14uh  109.0   336.0   140.0    145.0
m16uh   66.0   212.0    94.0     94.0
m17uh   98.0   274.0   133.0    145.0
m18uh   77.0   270.0   128.0    144.0
m19uh  131.0   314.0   164.0    168.0
m20uh   83.0   272.0   113.0    119.0
m21uh  109.0   248.0   135.0    153.0
m22uh  199.0   425.0   235.0    243.0
m23uh   99.0   301.0   160.0    171.0
m24uh  108.0   309.0   174.0    195.0
m25uh   85.0   297.0   115.0    125.0
m26uh  105.0   335.0   165.0    184.0
m27uh  110.0   276.0   123.0    126.0
m28uh  120.0   288.0   144.0    152.0
m29uh  121.0   266.0   152.0    168.0
m30uh  115.0   314.0   180.0    173.0
m31uh  124.0   252.0   139.0    144.0
m32uh  111.0   254.0   147.0    154.0
m33uh   71.0   275.0   110.0    130.0
m34uh   78.0   255.0    98.0    135.0
m35uh   80.0   299.0   139.0    151.0
m36uh  115.0   286.0   158.0    142.0
m37uh   82.0   251.0   100.0    113.0
m38uh   65.0   220.0    88.0    104.0
m39uh   66.0   259.0    94.0     86.0
m40uh   79.0   280.0   112.0    128.0
m41uh  101.0   282.0   123.0    145.0
m42uh  144.0   386.0   178.0    170.0
m44uh   96.0   304.0   125.0    147.0
m45uh  134.0   328.0   174.0    178.0
m47uh  109.0   307.0   144.0    179.0
m48uh   81.0   269.0   154.0    156.0
m49uh   78.0   244.0    83.0     89.0
m50uh   82.0   258.0   114.0    110.0
w01uh   58.0   304.0    81.0     91.0
w02uh  180.0   525.0   216.0    248.0
w03uh   88.0   294.0   101.0    109.0
w04uh   84.0   415.0   184.0    188.0
w05uh  128.0   418.0   168.0    199.0
w06uh  123.0   356.0   192.0    200.0
w07uh  190.0   399.0   224.0    252.0
w08uh  103.0   310.0   128.0    150.0
w09uh   98.0   291.0   173.0    181.0
w10uh   79.0   335.0   201.0    168.0
w11uh   80.0   346.0   158.0    152.0
w12uh  106.0   354.0   143.0    146.0
w13uh  117.0   338.0   166.0    180.0
w14uh  129.0   335.0   206.0    205.0
w15uh  143.0   431.0   229.0    245.0
w16uh  143.0   393.0   204.0    206.0
w17uh  128.0   311.0   144.0    160.0
w19uh  108.0   394.0   247.0    208.0
w20uh  128.0   377.0   160.0    184.0
w21uh  191.0   521.0   240.0    256.0
w22uh  105.0   314.0   184.0    200.0
w23uh  110.0   330.0   179.0    169.0
w24uh  146.0   396.0   207.0    201.0
w25uh  139.0   448.0   192.0    229.0
w26uh  143.0   330.0   208.0    177.0
w27uh   98.0   293.0   160.0    137.0
w28uh   95.0   289.0   127.0    141.0
w29uh   68.0   268.0    94.0    120.0
w30uh   95.0   303.0   130.0    157.0
w31uh  122.0   321.0   140.0    176.0
w32uh  119.0   343.0   163.0    156.0
w33uh   95.0   288.0   104.0    112.0
w34uh  120.0   284.0   144.0    148.0
w35uh  144.0   359.0   215.0    214.0
w36uh  170.0   535.0   224.0    248.0
w37uh  160.0   485.0   251.0    231.0
w38uh  102.0   316.0   121.0    159.0
w39uh  172.0   405.0   260.0    263.0
w40uh  154.0   387.0   206.0    195.0
w41uh  115.0   316.0   130.0    157.0
w42uh  104.0   260.0   120.0    128.0
w44uh  118.0   369.0   155.0    194.0
w45uh  108.0   382.0   189.0    186.0
w46uh  122.0   322.0   144.0    162.0
w47uh  135.0   341.0   231.0    212.0
w48uh   83.0   291.0   153.0    164.0
w49uh  129.0   344.0   138.0    152.0
w50uh   96.0   358.0   168.0    185.0
b01uh   53.0   258.0    90.0     80.0
b02uh  168.0   329.0   181.0    197.0
b03uh   72.0   298.0   129.0    129.0
b04uh  146.0   439.0   181.0    208.0
b05uh   57.0   207.0    83.0     84.0
b07uh  103.0   413.0   152.0    160.0
b08uh  178.0   420.0   221.0    202.0
b09uh  220.0   448.0   269.0    271.0
b10uh  163.0   411.0   191.0    192.0
b11uh  129.0   395.0   154.0    171.0
b12uh  114.0   412.0   172.0    164.0
b13uh  160.0   410.0   209.0    209.0
b14uh  140.0   355.0   160.0    181.0
b15uh  103.0   410.0   254.0    203.0
b16uh  102.0   402.0   159.0    175.0
b17uh   67.0   306.0    82.0     87.0
b18uh  107.0   340.0   142.0    168.0
b19uh   69.0   310.0   130.0    109.0
b21uh   66.0   320.0   159.0    158.0
b22uh  181.0   477.0   238.0    226.6
b23uh  103.0   322.0   138.0    162.2
b24uh  117.0   275.0   139.0    144.0
b25uh  153.0   376.0   196.0    174.7
b26uh  117.0   409.0   200.0    136.3
b27uh  120.0   292.0   146.0    155.5
b28uh  133.0   345.0   175.0    157.4
b29uh  112.0   355.0   150.0    163.2
g01uh  132.0   332.0   150.0    155.0
g02uh  101.0   316.0   149.0    141.0
g04uh  151.0   426.0   214.0    219.0
g05uh  112.0   402.0   164.0    173.0
g06uh  162.0   380.0   185.0    198.0
g07uh  143.0   429.0   172.0    186.0
g08uh  197.0   500.0   348.0    276.0
g09uh   65.0   313.0   121.0    136.0
g10uh  107.0   329.0   138.0    141.0
g11uh  112.0   339.0   202.0    186.0
g12uh   93.0   319.0   118.0    119.0
g13uh  171.0   403.0   257.0    231.0
g14uh   85.0   344.0   136.0    140.0
g15uh   80.0   382.0   120.0    126.0
g17uh  147.0   362.0   178.0    177.6
g18uh  243.0   469.0   336.0    313.0
g19uh  115.0   299.0   140.0    142.1
g20uh  110.0   320.0   145.0    141.1
g21uh  146.0   323.0   164.2    164.2
m01uw  184.4   465.3   228.0    233.0
m02uw  151.0   408.0   212.0    239.0
m03uw   84.0   504.0   266.0    235.0
m04uw   72.0   360.0   112.0    136.0
m06uw   65.0   296.0   215.0    181.0
m07uw   88.0   319.0   172.0    148.0
m08uw   69.0   308.0   168.0    155.0
m09uw   78.0   374.0   122.0    153.0
m10uw  111.0   348.0   210.0    201.0
m11uw  135.0   462.0   325.0    220.0
m13uw  132.0   372.0   170.0    170.0
m14uw  100.0   360.0   241.0    216.0
m16uw  161.0   344.0   243.0    216.0
m17uw   71.0   281.0   119.0    160.0
m18uw  129.0   393.0   212.0    204.0
m19uw  170.0   396.0   183.0    208.0
m20uw   80.0   364.0   230.0    231.0
m21uw   92.0   288.0   190.0    180.0
m22uw  159.0   434.0   192.0    310.0
m23uw   87.0   317.0   160.0    202.0
m24uw   96.0   335.0   125.0    161.0
m25uw   83.0   287.0   130.0    123.0
m26uw   96.0   321.0   175.0    144.0
m27uw   76.0   283.0   176.0    166.0
m28uw  126.0   323.0   156.0    161.0
m29uw  153.0   338.0   175.0    178.0
m30uw  123.0   411.0   257.0    218.0
m31uw   82.0   253.0   177.0    172.0
m32uw   96.0   281.0   160.0    152.0
m33uw   62.0   303.0   116.0    136.0
m34uw  116.0   360.0   178.0    216.0
m35uw   87.0   341.0   175.0    172.0
m36uw  130.0   395.0   181.0    149.0
m37uw  103.0   296.0   169.0    136.0
m38uw   73.0   268.0   114.0    129.0
m39uw  129.0   379.0   144.0    156.0
m40uw   92.0   297.0   196.0    160.0
m41uw   89.0   289.0   189.0    208.0
m42uw   79.0   335.0   128.0    144.0
m44uw   38.0   257.0   155.0    159.0
m45uw  122.0   367.0   261.0    244.0
m47uw   83.0   333.0   112.0    138.0
m48uw   86.0   298.0   184.0    165.0
m49uw  106.0   231.0   118.0    127.0
m50uw   82.0   304.0   136.0    127.0
w01uw  100.0   381.0   206.0    211.0
w02uw  151.0   560.0   377.0    333.0
w03uw   94.0   365.0   271.0    255.0
w04uw   97.0   527.0   370.0    327.0
w05uw  119.0   447.0   218.0    197.0
w06uw   97.0   408.0   186.0    240.0
w07uw  159.0   543.0   308.0    205.0
w08uw  115.0   402.0   167.0    185.0
w09uw   94.0   359.0   200.0    196.0
w10uw   78.0   429.0   240.0    179.0
w11uw   71.0   448.0   126.0    159.0
w12uw  148.0   448.0   295.0    287.0
w13uw   67.0   365.0   279.0    250.0
w14uw  144.0   385.0   208.0    187.0
w15uw  143.0   441.0   264.0    280.0
w16uw  128.0   396.0   264.0    241.0
w17uw  125.0   391.0   265.0    248.0
w19uw   96.0   389.0   243.0    217.0
w20uw  132.0   415.0   321.0    303.0
w21uw  164.0   542.0   252.0    229.0
w22uw   94.0   404.0   239.0    229.0
w23uw   92.0   455.0   235.0    260.0
w24uw  110.0   437.0   312.0    241.0
w25uw  128.0   510.0   264.0    277.0
w26uw  183.0   516.0   208.0    214.0
w27uw   90.0   324.0   131.0    155.0
w28uw  117.0   299.0   200.0    216.0
w29uw  137.0   411.0   169.0    188.0
w30uw   95.0   369.0   168.0    232.0
w31uw   87.0   364.0   184.0    122.0
w32uw  142.0   384.0   201.0    183.0
w33uw  123.0   414.0   235.0    247.0
w34uw  142.0   386.0   282.0    295.0
w35uw  133.0   427.0   149.0    168.0
w36uw  155.0   560.0   208.0    224.0
w37uw  156.0   562.0   272.0    297.0
w38uw  106.0   383.0   265.0    217.0
w39uw  132.0   398.0   288.0    253.0
w40uw  189.0   485.0   249.0    272.0
w41uw  135.0   370.0   213.0    240.0
w42uw   70.0   342.0   216.0    217.0
w44uw  139.0   485.0   201.0    287.0
w45uw  119.0   459.0   307.0    312.0
w46uw  110.0   412.0   183.0    171.0
w47uw  148.0   420.0   243.0    231.0
w48uw   77.0   342.0   227.0    222.0
w49uw   91.0   339.0   108.0    120.0
w50uw  109.0   417.0   161.0    156.0
b01uw   71.0   324.0   166.0    120.0
b02uw  112.0   439.0   191.0    196.0
b03uw   74.0   378.0   165.0    171.0
b04uw  164.0   456.0   296.0    288.0
b05uw  160.0   420.0   256.0    277.0
b07uw  180.0   483.0   272.0    245.0
b08uw  222.0   484.0   300.0    303.0
b09uw  121.0   332.0   227.0    210.0
b10uw  133.0   408.0   176.0    178.0
b11uw  113.0   359.0   251.0    179.0
b12uw  137.0   450.0   187.0    185.0
b13uw  127.0   360.0   213.0    258.0
b14uw  130.0   393.0   285.0    233.0
b15uw  119.0   443.0   337.0    260.0
b16uw   96.0   370.0   259.0    230.0
b17uw  108.0   336.0   238.0    194.0
b18uw  111.0   380.0   241.0    212.0
b19uw   62.0   332.0   238.0    219.0
b21uw  124.0   444.0   266.0    249.0
b22uw  162.0   405.0   220.0    191.0
b23uw  127.0   378.0   172.0    184.0
b24uw  106.0   320.0   144.0    122.9
b25uw  109.0   395.0   211.0    192.0
b26uw  132.0   452.0   310.0    163.2
b27uw  117.0   350.0   228.0    192.2
b28uw  129.0   384.0   180.0    208.0
b29uw  152.0   454.0   284.0    312.5
g01uw  218.0   545.0   268.0    281.0
g02uw  180.0   416.0   224.0    229.0
g04uw  160.0   460.0   214.0    216.0
g05uw  212.0   590.0   353.0    322.0
g06uw  139.0   385.0   272.0    288.0
g07uw  183.0   550.0   266.0    287.0
g08uw  166.0   481.0   232.0    256.0
g09uw   83.0   390.0   261.0    261.0
g10uw  201.0   519.0   289.0    260.0
g11uw  145.0   469.0   299.0    272.0
g12uw  112.0   385.0   139.0    158.0
g13uw  106.0   392.0   264.0    276.0
g14uw   83.0   387.0   120.0    137.0
g15uw  111.0   479.0   314.0    248.0
g17uw   75.0   320.0   104.0    101.8
g18uw  123.0   438.0   159.0    151.7
g19uw  134.0   326.0   158.0    155.5
g20uw  104.0   352.0   132.5    128.6
g21uw  100.0   327.0   202.6    187.2
